2024-01-07 21:26:40,086 INFO    StreamThr :19498 [internal.py:wandb_internal():86] W&B internal server running at pid: 19498, started at: 2024-01-07 21:26:40.085931
2024-01-07 21:26:40,087 DEBUG   HandlerThread:19498 [handler.py:handle_request():146] handle_request: status
2024-01-07 21:26:40,088 INFO    WriterThread:19498 [datastore.py:open_for_write():85] open: /home/duong/Documents/git/FederatedLearning/pFL-CAG/system/wandb/run-20240107_212640-wwfwyvnn/run-wwfwyvnn.wandb
2024-01-07 21:26:40,088 DEBUG   SenderThread:19498 [sender.py:send():380] send: header
2024-01-07 21:26:40,091 DEBUG   SenderThread:19498 [sender.py:send():380] send: run
2024-01-07 21:26:41,118 INFO    SenderThread:19498 [dir_watcher.py:__init__():211] watching files in: /home/duong/Documents/git/FederatedLearning/pFL-CAG/system/wandb/run-20240107_212640-wwfwyvnn/files
2024-01-07 21:26:41,118 INFO    SenderThread:19498 [sender.py:_start_run_threads():1124] run started: wwfwyvnn with start time 1704637600.085615
2024-01-07 21:26:41,120 DEBUG   HandlerThread:19498 [handler.py:handle_request():146] handle_request: check_version
2024-01-07 21:26:41,120 DEBUG   SenderThread:19498 [sender.py:send_request():407] send_request: check_version
2024-01-07 21:26:41,291 DEBUG   HandlerThread:19498 [handler.py:handle_request():146] handle_request: run_start
2024-01-07 21:26:41,295 DEBUG   HandlerThread:19498 [system_info.py:__init__():32] System info init
2024-01-07 21:26:41,295 DEBUG   HandlerThread:19498 [system_info.py:__init__():47] System info init done
2024-01-07 21:26:41,295 INFO    HandlerThread:19498 [system_monitor.py:start():194] Starting system monitor
2024-01-07 21:26:41,295 INFO    SystemMonitor:19498 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-07 21:26:41,295 INFO    HandlerThread:19498 [system_monitor.py:probe():214] Collecting system info
2024-01-07 21:26:41,296 INFO    SystemMonitor:19498 [interfaces.py:start():190] Started cpu monitoring
2024-01-07 21:26:41,296 INFO    SystemMonitor:19498 [interfaces.py:start():190] Started disk monitoring
2024-01-07 21:26:41,297 INFO    SystemMonitor:19498 [interfaces.py:start():190] Started gpu monitoring
2024-01-07 21:26:41,298 INFO    SystemMonitor:19498 [interfaces.py:start():190] Started memory monitoring
2024-01-07 21:26:41,298 INFO    SystemMonitor:19498 [interfaces.py:start():190] Started network monitoring
2024-01-07 21:26:41,307 DEBUG   HandlerThread:19498 [system_info.py:probe():196] Probing system
2024-01-07 21:26:41,308 DEBUG   HandlerThread:19498 [system_info.py:_probe_git():181] Probing git
2024-01-07 21:26:41,310 DEBUG   HandlerThread:19498 [system_info.py:_probe_git():189] Probing git done
2024-01-07 21:26:41,310 DEBUG   HandlerThread:19498 [system_info.py:probe():244] Probing system done
2024-01-07 21:26:41,310 DEBUG   HandlerThread:19498 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-01-07T14:26:41.307342', 'startedAt': '2024-01-07T14:26:40.082946', 'docker': None, 'cuda': None, 'args': ('-log', '-data', 'cifar10', '-gr', '200', '-algo', 'FedTest', '-m', 'resnet8', '-mstr', 'resnet8', '-nc', '100', '-ls', '5', '-car', '100', '-calr', '25', '-mmt', '0.5', '-ss', '30', '-gam', '0.9', '-lbs', '32', '--noniid', '--balance', '--alpha_dirich', '0.1'), 'state': 'running', 'program': '/home/duong/Documents/git/FederatedLearning/pFL-CAG/system/main.py', 'codePathLocal': 'main.py', 'codePath': 'system/main.py', 'git': {'remote': 'https://github.com/BINH2702/pFL-CAG.git', 'commit': 'c221f8052e6b4255ff5d6c562c6a1c842190f745'}, 'email': 'mduongbkhn@gmail.com', 'root': '/home/duong/Documents/git/FederatedLearning/pFL-CAG', 'host': 'skydvn', 'username': 'duong', 'executable': '/home/duong/Documents/git/.env/bin/python', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2528.263875, 'min': 800.0, 'max': 4575.0}, 'cpu_freq_per_core': [{'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 5042.129, 'min': 800.0, 'max': 5200.0}, {'current': 1716.034, 'min': 800.0, 'max': 5200.0}, {'current': 4362.04, 'min': 800.0, 'max': 5200.0}, {'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 4476.828, 'min': 800.0, 'max': 5200.0}, {'current': 5201.62, 'min': 800.0, 'max': 5400.0}, {'current': 2400.0, 'min': 800.0, 'max': 5400.0}, {'current': 5307.407, 'min': 800.0, 'max': 5400.0}, {'current': 2400.0, 'min': 800.0, 'max': 5400.0}, {'current': 4224.747, 'min': 800.0, 'max': 5200.0}, {'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 4619.921, 'min': 800.0, 'max': 5200.0}, {'current': 2400.0, 'min': 800.0, 'max': 5200.0}, {'current': 3295.114, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 1472.4, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}, {'current': 2400.0, 'min': 800.0, 'max': 3900.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 250.0172004699707}}, 'gpu': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 15.349987030029297}}
2024-01-07 21:26:41,310 INFO    HandlerThread:19498 [system_monitor.py:probe():224] Finished collecting system info
2024-01-07 21:26:41,310 INFO    HandlerThread:19498 [system_monitor.py:probe():227] Publishing system info
2024-01-07 21:26:41,310 DEBUG   HandlerThread:19498 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-07 21:26:41,310 DEBUG   HandlerThread:19498 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-07 21:26:41,310 INFO    HandlerThread:19498 [system_monitor.py:probe():229] Finished publishing system info
2024-01-07 21:26:41,312 DEBUG   SenderThread:19498 [sender.py:send():380] send: files
2024-01-07 21:26:41,312 INFO    SenderThread:19498 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-01-07 21:26:41,314 DEBUG   HandlerThread:19498 [handler.py:handle_request():146] handle_request: stop_status
2024-01-07 21:26:41,314 DEBUG   SenderThread:19498 [sender.py:send_request():407] send_request: stop_status
2024-01-07 21:26:41,361 DEBUG   HandlerThread:19498 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-07 21:26:41,647 DEBUG   SenderThread:19498 [sender.py:send():380] send: telemetry
